"year","sp","tree","position","resist.value","elev.m","distance.ln.m","height.ln.m","position_all","TWI"
"1999","cagl","100961","subcanopy",1.18,302,4.85102742828748,2.85237105382842,"intermediate",4.66671097624909
"1966","cagl","100974","subcanopy",0.65,301,4.77668160055251,2.44619522080683,"intermediate",5.43268789508875
"1977","cagl","100974","subcanopy",0.47,301,4.77668160055251,2.48997218739994,"intermediate",5.43268789508875
"1999","cagl","100974","subcanopy",0.76,301,4.77668160055251,2.62640972266634,"intermediate",5.43268789508875
"1966","cagl","60172","subcanopy",0.81,291,4.11517339873598,2.85191666590867,"intermediate",5.5664062676273
"1977","cagl","60172","subcanopy",1.51,291,4.11517339873598,2.86875761503822,"intermediate",5.5664062676273
"1999","cagl","60172","subcanopy",1.23,291,4.11517339873598,2.93040047511272,"intermediate",5.5664062676273
"1966","cagl","40522","subcanopy",0.94,296,4.03357943157654,2.79815231812614,"intermediate",5.19571952012947
"1977","cagl","40522","subcanopy",0.35,296,4.03357943157654,2.80745078882581,"intermediate",5.19571952012947
"1999","cagl","40522","subcanopy",1.18,296,4.03357943157654,2.84581890047497,"intermediate",5.19571952012947
"1966","cagl","131032","subcanopy",0.77,315,4.97372281872182,3.04427348798684,"intermediate",5.54135355071809
"1977","cagl","131032","subcanopy",0.91,315,4.97372281872182,3.07080567170222,"intermediate",5.54135355071809
"1999","cagl","131032","subcanopy",0.75,315,4.97372281872182,3.12700265138732,"intermediate",5.54135355071809
"1966","cagl","60386","subcanopy",0.64,290,3.92866709375244,2.93375934898418,"intermediate",7.06961588578208
"1977","cagl","60386","subcanopy",0.63,290,3.92866709375244,2.94524812420079,"intermediate",7.06961588578208
"1999","cagl","60386","subcanopy",0.56,290,3.92866709375244,2.96828072497467,"intermediate",7.06961588578208
"1966","cagl","111212","subcanopy",0.77,299,4.49671160727074,2.42678964593963,"suppressed",5.97172822759909
"1977","cagl","111212","subcanopy",0.5,299,4.49671160727074,2.52295354241398,"suppressed",5.97172822759909
"1999","cagl","111212","subcanopy",0.56,299,4.49671160727074,2.57644950356606,"suppressed",5.97172822759909
"1966","cagl","100680","subcanopy",0.75,313,4.82501409099493,2.93954161018473,"intermediate",5.42031720416654
"1977","cagl","100680","subcanopy",0.46,313,4.82501409099493,2.97762241546589,"intermediate",5.42031720416654
"1999","cagl","100680","subcanopy",0.76,313,4.82501409099493,3.00960454529605,"intermediate",5.42031720416654
"1966","cagl","112256","subcanopy",1.14,311,4.69340978269233,2.05303415430792,"suppressed",5.9826890275392
"1977","cagl","112256","subcanopy",0.92,311,4.69340978269233,2.17743285637634,"suppressed",5.9826890275392
"1999","cagl","112256","subcanopy",0.36,311,4.69340978269233,2.28906756513337,"suppressed",5.9826890275392
"1966","cagl","172210","subcanopy",1.23,304,3.74324455757315,2.09784761732346,"suppressed",5.2418786303035
"1977","cagl","172210","subcanopy",1.14,304,3.74324455757315,2.12696000052174,"suppressed",5.2418786303035
"1999","cagl","172210","subcanopy",0.76,304,3.74324455757315,2.27557152572492,"suppressed",5.2418786303035
"1966","cagl","91321","subcanopy",0.8,305,4.80818208945563,3.1489542849584,"intermediate",5.94515949457984
"1977","cagl","91321","subcanopy",0.46,305,4.80818208945563,3.16127685107827,"intermediate",5.94515949457984
"1966","cagl","121088","subcanopy",0.98,316,5.16503936445771,2.69718162142505,"suppressed",6.10733810443086
"1977","cagl","121088","subcanopy",1.07,316,5.16503936445771,2.73850172037591,"suppressed",6.10733810443086
"1999","cagl","121088","subcanopy",1,316,5.16503936445771,2.79576430328427,"suppressed",6.10733810443086
"1966","caovl","91385","subcanopy",0.77,299,4.71527040227608,3.22586299003766,"intermediate",7.07258022746305
"1977","caovl","91385","subcanopy",0.94,299,4.71527040227608,3.2573313275964,"intermediate",7.07258022746305
"1999","caovl","91385","subcanopy",0.9,299,4.71527040227608,3.30692249090531,"intermediate",7.07258022746305
"1966","caovl","121162","subcanopy",0.65,314,5.00040949600111,3.05302983405506,"intermediate",5.05887888637348
"1977","caovl","121162","subcanopy",0.88,314,5.00040949600111,3.06797338003643,"intermediate",5.05887888637348
"1999","caovl","121162","subcanopy",1.02,314,5.00040949600111,3.08823953524212,"intermediate",5.05887888637348
"1966","caovl","140810","subcanopy",1.05,310,4.72096765081236,2.67069212005471,"intermediate",5.3342249511107
"1977","caovl","140810","subcanopy",0.79,310,4.72096765081236,2.74451866326411,"intermediate",5.3342249511107
"1999","caovl","140810","subcanopy",0.66,310,4.72096765081236,2.81657707404975,"intermediate",5.3342249511107
"1966","caovl","131061","subcanopy",0.93,314,4.86802540124255,2.92989553155598,"intermediate",5.35619783252109
"1977","caovl","131061","subcanopy",0.79,314,4.86802540124255,2.98072652690204,"intermediate",5.35619783252109
"1999","caovl","131061","subcanopy",1.09,314,4.86802540124255,3.04311461335446,"intermediate",5.35619783252109
"1966","caovl","80503","subcanopy",0.68,296,4.5556994188722,2.90337351750476,"intermediate",7.78901916092524
"1977","caovl","80503","subcanopy",0.74,296,4.5556994188722,2.92216944223045,"intermediate",7.78901916092524
"1999","caovl","80503","subcanopy",0.59,296,4.5556994188722,2.94889801772163,"intermediate",7.78901916092524
"1966","caovl","100963","subcanopy",1.34,300,4.80596029988565,2.55791798905647,"intermediate",4.79080078627476
"1977","caovl","100963","subcanopy",0.23,300,4.80596029988565,2.60993545738877,"intermediate",4.79080078627476
"1999","caovl","100963","subcanopy",0.62,300,4.80596029988565,2.66952271004383,"intermediate",4.79080078627476
"1966","caovl","131091","subcanopy",0.97,307,4.62709971270738,2.74771249852694,"intermediate",6.10109192049021
"1977","caovl","131091","subcanopy",0.75,307,4.62709971270738,2.78960056831872,"intermediate",6.10109192049021
"1999","caovl","131091","subcanopy",0.77,307,4.62709971270738,2.83339263025146,"intermediate",6.10109192049021
"1966","caovl","50262","subcanopy",0.74,296,4.09746159616413,2.49211111596632,"suppressed",5.71040397449044
"1977","caovl","50262","subcanopy",1.18,296,4.09746159616413,2.52780811930402,"suppressed",5.71040397449044
"1999","caovl","50262","subcanopy",1.31,296,4.09746159616413,2.59594939121604,"suppressed",5.71040397449044
"1966","caovl","131138","subcanopy",1.06,306,4.66004264581708,2.61097112412681,"intermediate",6.00363829319793
"1977","caovl","131138","subcanopy",0.78,306,4.66004264581708,2.68036362313093,"intermediate",6.00363829319793
"1999","caovl","131138","subcanopy",0.56,306,4.66004264581708,2.78149081092588,"intermediate",6.00363829319793
"1966","caovl","121301","subcanopy",0.81,304,4.71699462427676,2.78809615001747,"intermediate",5.17514443715284
"1977","caovl","121301","subcanopy",0.69,304,4.71699462427676,2.80730407039205,"intermediate",5.17514443715284
"1999","caovl","121301","subcanopy",1.11,304,4.71699462427676,2.86261429112125,"intermediate",5.17514443715284
"1966","caovl","60124","subcanopy",0.39,299,4.31037255416239,2.97926528225329,"intermediate",4.99709355372721
"1977","caovl","60124","subcanopy",0.6,299,4.31037255416239,3.02071577341588,"intermediate",4.99709355372721
"1999","caovl","60124","subcanopy",1.07,299,4.31037255416239,3.07566199275824,"intermediate",4.99709355372721
"1966","caovl","50442","subcanopy",0.82,291,3.75990100377869,3.19904240491328,"intermediate",5.84213487860048
"1977","caovl","50442","subcanopy",0.47,291,3.75990100377869,3.23322410826958,"intermediate",5.84213487860048
"1999","caovl","50442","subcanopy",0.59,291,3.75990100377869,3.27629943763031,"intermediate",5.84213487860048
"1966","caovl","130788","subcanopy",0.61,313,4.9167560751601,2.45757626493637,"suppressed",5.35599569820365
"1977","caovl","130788","subcanopy",0.77,313,4.9167560751601,2.50520962411374,"suppressed",5.35599569820365
"1999","caovl","130788","subcanopy",1.6,313,4.9167560751601,2.55099460729021,"suppressed",5.35599569820365
"1966","cato","202341","subcanopy",0.78,313,5.05906348684165,2.72376804512132,"suppressed",5.10123533781547
"1977","cato","202341","subcanopy",0.46,313,5.05906348684165,2.78911204556878,"suppressed",5.10123533781547
"1966","cato","130992","subcanopy",0.98,319,5.18144991337607,2.4695914712248,"suppressed",5.73154591113285
"1977","cato","130992","subcanopy",0.7,319,5.18144991337607,2.57405922326961,"suppressed",5.73154591113285
"1999","cato","130992","subcanopy",1.18,319,5.18144991337607,2.69440510769631,"suppressed",5.73154591113285
"1966","cato","62369","subcanopy",1.05,297,4.87942391673104,2.99733269991065,"intermediate",7.82358871490089
"1977","cato","62369","subcanopy",0.82,297,4.87942391673104,3.05793387815771,"intermediate",7.82358871490089
"1999","cato","62369","subcanopy",0.71,297,4.87942391673104,3.12908588506858,"intermediate",7.82358871490089
"1966","cato","131183","subcanopy",0.58,298,4.07368570076408,2.7045273113893,"intermediate",5.62431199445623
"1977","cato","131183","subcanopy",1,298,4.07368570076408,2.72679951818121,"intermediate",5.62431199445623
"1999","cato","131183","subcanopy",0.58,298,4.07368570076408,2.77346529913467,"intermediate",5.62431199445623
"1966","cato","171194","subcanopy",0.94,313,4.60362279986866,2.82371134350514,"intermediate",5.98856514956096
"1977","cato","171194","subcanopy",0.94,313,4.60362279986866,2.86624553690423,"intermediate",5.98856514956096
"1999","cato","171194","subcanopy",0.83,313,4.60362279986866,2.89962542804703,"intermediate",5.98856514956096
"1966","cato","131179","subcanopy",0.94,300,4.16529578927045,3.07382856858345,"intermediate",5.48585699572706
"1977","cato","131179","subcanopy",0.2,300,4.16529578927045,3.11411338261962,"intermediate",5.48585699572706
"1999","cato","131179","subcanopy",1.13,300,4.16529578927045,3.13574685782216,"intermediate",5.48585699572706
"1966","cato","152464","subcanopy",1,313,5.01720956722431,2.75808756221796,"intermediate",5.70490839253921
"1977","cato","152464","subcanopy",0.61,313,5.01720956722431,2.79597244952252,"intermediate",5.70490839253921
"1999","cato","152464","subcanopy",1.26,313,5.01720956722431,2.83951112443156,"intermediate",5.70490839253921
"1966","cato","111227","subcanopy",0.94,298,4.28308919731711,2.7058387678079,"intermediate",5.70649194550227
"1977","cato","111227","subcanopy",0.56,298,4.28308919731711,2.73840709016725,"intermediate",5.70649194550227
"1999","cato","111227","subcanopy",0.69,298,4.28308919731711,2.76625397676771,"intermediate",5.70649194550227
"1966","fagr","60086","subcanopy",1.33,301,4.45730781278386,2.25751115649593,"intermediate",5.74015748130091
"1977","fagr","60086","subcanopy",0.86,301,4.45730781278386,2.3284504484872,"intermediate",5.74015748130091
"1999","fagr","60086","subcanopy",0.71,301,4.45730781278386,2.48694961063905,"intermediate",5.74015748130091
"1966","fagr","101100","subcanopy",1.08,300,4.79469115147662,2.16160575670367,"suppressed",6.16171236981042
"1999","fagr","101100","subcanopy",0.41,300,4.79469115147662,2.4393132422288,"suppressed",6.16171236981042
"1977","fagr","40479","subcanopy",0.91,293,3.77200854514232,2.12222686186647,"intermediate",4.88125146660604
"1999","fagr","40479","subcanopy",0.91,293,3.77200854514232,2.3546061054699,"intermediate",4.88125146660604
"1966","fagr","90658","subcanopy",1.08,291,4.28014523581348,2.36541406320928,"intermediate",5.24570512753382
"1977","fagr","90658","subcanopy",0.96,291,4.28014523581348,2.46463263318352,"intermediate",5.24570512753382
"1999","fagr","90658","subcanopy",0.74,291,4.28014523581348,2.66772676134965,"intermediate",5.24570512753382
"1999","fagr","40485","subcanopy",0.82,294,3.82407041050486,2.42699660788466,"intermediate",5.36957454314094
"1966","fagr","90062","subcanopy",1.06,310,4.56537817583649,2.39495646698797,"intermediate",5.19545286717127
"1977","fagr","90062","subcanopy",1.18,310,4.56537817583649,2.46719104553059,"intermediate",5.19545286717127
"1999","fagr","90062","subcanopy",0.92,310,4.56537817583649,2.64515857394289,"intermediate",5.19545286717127
"1966","fagr","111208","subcanopy",0.83,300,4.56892840628585,2.62549590137535,"intermediate",5.99233007625703
"1999","fagr","111208","subcanopy",1.02,300,4.56892840628585,2.77541373609878,"intermediate",5.99233007625703
"1966","fagr","70182","subcanopy",1.15,298,4.34395001474772,2.39924026940743,"intermediate",6.39792612915487
"1977","fagr","70182","subcanopy",0.9,298,4.34395001474772,2.4730611485767,"intermediate",6.39792612915487
"1999","fagr","70182","subcanopy",1.23,298,4.34395001474772,2.5844044937967,"intermediate",6.39792612915487
"1999","fagr","100956","subcanopy",0.87,301,4.86249022785364,2.42704593908182,"intermediate",5.50688473011285
"1966","fagr","90616","subcanopy",0.55,296,4.5654913826427,2.48537057285083,"suppressed",6.80411535555329
"1977","fagr","90616","subcanopy",1.07,296,4.5654913826427,2.54473511818239,"suppressed",6.80411535555329
"1999","fagr","90616","subcanopy",0.95,296,4.5654913826427,2.65197154899784,"suppressed",6.80411535555329
"1966","fagr","40549","subcanopy",0.78,295,3.8293325072649,2.17502267150385,"intermediate",5.22186823968636
"1999","fagr","40549","subcanopy",0.85,295,3.8293325072649,2.43708199744364,"intermediate",5.22186823968636
"1966","fagr","90278","subcanopy",1.31,313,4.76517470423688,2.11751956542642,"intermediate",5.18902502245622
"1977","fagr","90278","subcanopy",1.86,313,4.76517470423688,2.22619274269715,"intermediate",5.18902502245622
"1999","fagr","90278","subcanopy",1.02,313,4.76517470423688,2.45040565711703,"intermediate",5.18902502245622
"1966","fagr","50340","subcanopy",1.11,294,3.89689946980944,2.20687131593976,"suppressed",6.09983011040075
"1999","fagr","50340","subcanopy",0.86,294,3.89689946980944,2.42635496757348,"suppressed",6.09983011040075
"1977","fagr","110795","subcanopy",1.44,317,5.05276490877947,2.35877550683819,"intermediate",6.18507004766715
"1999","fagr","110795","subcanopy",0.78,317,5.05276490877947,2.48960292080422,"intermediate",6.18507004766715
"1977","fagr","60339","subcanopy",1.45,296,4.13570791747452,2.12433427389202,"suppressed",5.0278644190395
"1999","fagr","60339","subcanopy",1.16,296,4.13570791747452,2.35981376698746,"suppressed",5.0278644190395
"1966","fagr","110797","subcanopy",1.8,318,5.07752402878339,2.23171526329108,"intermediate",6.49829065175688
"1977","fagr","110797","subcanopy",1.85,318,5.07752402878339,2.35300820215966,"intermediate",6.49829065175688
"1999","fagr","110797","subcanopy",0.91,318,5.07752402878339,2.55911366823684,"intermediate",6.49829065175688
"1966","fagr","90121","subcanopy",0.91,312,4.62441396614576,2.26555545966039,"intermediate",5.32121520795449
"1977","fagr","90121","subcanopy",1.27,312,4.62441396614576,2.38881812346399,"intermediate",5.32121520795449
"1999","fagr","90121","subcanopy",0.82,312,4.62441396614576,2.61940022928492,"intermediate",5.32121520795449
"1966","fagr","40554","subcanopy",0.86,294,3.77418575145287,2.96453914048357,"intermediate",5.65098926796673
"1977","fagr","40554","subcanopy",1.04,294,3.77418575145287,3.02021594124888,"intermediate",5.65098926796673
"1999","fagr","40554","subcanopy",1.03,294,3.77418575145287,3.1089710346347,"intermediate",5.65098926796673
"1977","fagr","50299","subcanopy",1.06,297,4.11670442255096,2.31847108467792,"suppressed",5.44444040647162
"1999","fagr","50299","subcanopy",0.94,297,4.11670442255096,2.48514468824769,"suppressed",5.44444040647162
"1977","fagr","60145","subcanopy",1.18,294,4.18244854129934,2.42293888849785,"intermediate",5.44571705187288
"1999","fagr","60145","subcanopy",0.7,294,4.18244854129934,2.61362015114795,"intermediate",5.44571705187288
"1977","fagr","90276","subcanopy",1.16,312,4.71746906526964,2.48577697100827,"intermediate",5.29494491961089
"1999","fagr","90276","subcanopy",0.7,312,4.71746906526964,2.72740264868702,"intermediate",5.29494491961089
"1977","fagr","40480","subcanopy",1.23,293,3.76861754809696,2.10101753691193,"intermediate",4.8126605735022
"1999","fagr","40480","subcanopy",1.01,293,3.76861754809696,2.37583524562808,"intermediate",4.8126605735022
"1966","fagr","90567","subcanopy",0.83,293,4.4572040036485,2.16263622166602,"intermediate",5.02925588081858
"1977","fagr","90567","subcanopy",1.43,293,4.4572040036485,2.22062376443402,"intermediate",5.02925588081858
"1999","fagr","90567","subcanopy",0.66,293,4.4572040036485,2.40405856400366,"intermediate",5.02925588081858
"1977","fagr","182695","subcanopy",1.21,336,5.70874655296349,2.21262489587132,"suppressed",4.1699382315959
"1999","fagr","182695","subcanopy",1.09,336,5.70874655296349,2.40594554960393,"suppressed",4.1699382315959
"1999","fagr","10194","subcanopy",0.65,289,0.497559850522503,2.78289076694736,"intermediate",6.74853625644385
"1977","fagr","171306","subcanopy",1.31,303,3.97999809055699,2.46117473021304,"intermediate",8.88595216608261
"1999","fagr","171306","subcanopy",1.35,303,3.97999809055699,2.65481012299839,"intermediate",8.88595216608261
"1999","fagr","12032","subcanopy",1.62,289,3.97093296110313,2.37418097851438,"intermediate",4.6219336325246
"1999","fagr","190635","subcanopy",0.71,328,5.00938892954121,2.39583613257251,"suppressed",5.92923673342285
"1966","fagr","150911","subcanopy",1.73,325,5.12392609011186,2.14300504081036,"intermediate",4.76739549537739
"1977","fagr","150911","subcanopy",1.5,325,5.12392609011186,2.25399683908773,"intermediate",4.76739549537739
"1999","fagr","150911","subcanopy",0.93,325,5.12392609011186,2.47264686632558,"intermediate",4.76739549537739
"1977","fagr","151140","subcanopy",1.88,301,4.23777164396987,2.22257488124861,"suppressed",6.57492652779834
"1999","fagr","151140","subcanopy",0.96,301,4.23777164396987,2.39733404605833,"suppressed",6.57492652779834
"1999","fagr","160760","subcanopy",1.02,328,5.06406477074557,2.5042944157766,"suppressed",4.99627517338253
"1977","fagr","151123","subcanopy",1.65,305,4.46652323241934,2.18348605871636,"intermediate",5.76205380237226
"1999","fagr","151123","subcanopy",1.39,305,4.46652323241934,2.40237102688034,"intermediate",5.76205380237226
"1977","fagr","10619","subcanopy",1.8,291,4.0206153133805,2.30951828106086,"intermediate",4.21771180458143
"1999","fagr","10619","subcanopy",1.45,291,4.0206153133805,2.48428562314063,"intermediate",4.21771180458143
"1977","fagr","20820","subcanopy",1.67,287,3.76609293807157,2.23198024878446,"intermediate",4.45097699572614
"1999","fagr","20820","subcanopy",0.7,287,3.76609293807157,2.5091054834633,"intermediate",4.45097699572614
"1966","fagr","60426","subcanopy",1.05,284,3.48195524711415,2.6195846560865,"intermediate",8.89994857159231
"1977","fagr","60426","subcanopy",0.83,284,3.48195524711415,2.72378901683527,"intermediate",8.89994857159231
"1999","fagr","60426","subcanopy",0.53,284,3.48195524711415,2.86788291846953,"intermediate",8.89994857159231
"1966","fagr","70018","subcanopy",1.58,300,4.05817544629444,2.12907090778774,"intermediate",4.98761113821898
"1977","fagr","70018","subcanopy",1.02,300,4.05817544629444,2.21724620608689,"intermediate",4.98761113821898
"1999","fagr","70018","subcanopy",0.7,300,4.05817544629444,2.52179514048746,"intermediate",4.98761113821898
"1977","fagr","10675","subcanopy",0.77,289,4.23759484802304,2.31532507858111,"intermediate",4.07402116244042
"1999","fagr","10675","subcanopy",0.81,289,4.23759484802304,2.52575909657351,"intermediate",4.07402116244042
"1966","fagr","50559","subcanopy",1.46,280,1.67464208436917,2.27852282031156,"intermediate",14.3717818407523
"1977","fagr","50559","subcanopy",0.69,280,1.67464208436917,2.37652774217081,"intermediate",14.3717818407523
"1999","fagr","50559","subcanopy",0.61,280,1.67464208436917,2.60194423104994,"intermediate",14.3717818407523
"1966","fagr","52130","subcanopy",1.56,283,3.55450342006282,2.08723301867249,"intermediate",7.302993308
"1977","fagr","52130","subcanopy",1.04,283,3.55450342006282,2.17596039980011,"intermediate",7.302993308
"1999","fagr","52130","subcanopy",0.78,283,3.55450342006282,2.38651460196222,"intermediate",7.302993308
"1966","fagr","102157","subcanopy",1.2,302,3.93021505234271,2.37918445975845,"intermediate",4.72430232154988
"1977","fagr","102157","subcanopy",0.63,302,3.93021505234271,2.49420963466138,"intermediate",4.72430232154988
"1999","fagr","102157","subcanopy",0.78,302,3.93021505234271,2.64714262680612,"intermediate",4.72430232154988
"1977","fagr","50652","subcanopy",0.91,279,1.54027829334092,2.25142920278441,"intermediate",12.8990093194464
"1999","fagr","50652","subcanopy",1.07,279,1.54027829334092,2.47851464243357,"intermediate",12.8990093194464
"1966","fagr","40873","subcanopy",0.99,281,1.61096077659523,2.68271352174329,"intermediate",7.51014247462488
"1977","fagr","40873","subcanopy",0.72,281,1.61096077659523,2.75861897014236,"intermediate",7.51014247462488
"1999","fagr","40873","subcanopy",0.66,281,1.61096077659523,2.89960363500991,"intermediate",7.51014247462488
"1966","fagr","60486","subcanopy",1.28,278,3.00775169806859,1.87044523209413,"intermediate",9.27770925866421
"1977","fagr","60486","subcanopy",0.69,278,3.00775169806859,2.05609915141623,"intermediate",9.27770925866421
"1999","fagr","60486","subcanopy",0.3,278,3.00775169806859,2.36682027288836,"intermediate",9.27770925866421
"1977","fagr","60467","subcanopy",0.78,278,2.31387830091803,2.13061655406543,"intermediate",11.4985864538421
"1999","fagr","60467","subcanopy",1.17,278,2.31387830091803,2.33630439205278,"intermediate",11.4985864538421
"1966","fagr","50563","subcanopy",1.76,280,2.38096561598042,2.31916817143942,"suppressed",12.283591424305
"1977","fagr","50563","subcanopy",0.77,280,2.38096561598042,2.4423569257514,"suppressed",12.283591424305
"1999","fagr","50563","subcanopy",1.14,280,2.38096561598042,2.58917114690938,"suppressed",12.283591424305
"1999","fagr","20693","subcanopy",0.75,287,3.23587153374369,2.5414647491513,"intermediate",5.33953466049342
"1966","fagr","30333","subcanopy",0.75,289,2.89842880539832,2.4462497824445,"intermediate",6.63506771226389
"1977","fagr","30333","subcanopy",1.42,289,2.89842880539832,2.48568668186465,"intermediate",6.63506771226389
"1999","fagr","30333","subcanopy",0.89,289,2.89842880539832,2.60985082563351,"intermediate",6.63506771226389
"1966","fagr","92562","subcanopy",1.6,317,5.43959194166637,2.01170812370039,"intermediate",3.85044626128713
"1977","fagr","92562","subcanopy",1.19,317,5.43959194166637,2.12207049006936,"intermediate",3.85044626128713
"1999","fagr","92562","subcanopy",0.78,317,5.43959194166637,2.34210625858742,"intermediate",3.85044626128713
"1999","fagr","20627","subcanopy",0.61,285,2.95535297597001,3.48573088490296,"intermediate",6.53441858079935
"1999","fagr","10664","subcanopy",0.37,289,4.16343339183967,2.32523657134695,"intermediate",4.54308153655718
"1999","fagr","40585","subcanopy",0.62,287,2.77581801169733,2.26214698531139,"suppressed",6.93149556936208
"1999","fagr","101150","subcanopy",0.76,295,4.44298879695463,2.18134458607043,"suppressed",6.06139875169917
"1966","fagr","150941","subcanopy",1,319,4.98930934580709,2.13890125083462,"suppressed",5.33538109993522
"1977","fagr","150941","subcanopy",1.32,319,4.98930934580709,2.2028000048326,"suppressed",5.33538109993522
"1999","fagr","150941","subcanopy",1.07,319,4.98930934580709,2.3011590601543,"suppressed",5.33538109993522
"1977","fagr","20847","subcanopy",1.69,285,3.36420214353047,1.88682242147703,"suppressed",5.18863944180839
"1999","fagr","20847","subcanopy",0.94,285,3.36420214353047,2.0794398165869,"suppressed",5.18863944180839
"1977","fagr","40536","subcanopy",1.59,296,4.000041223265,1.97152843210311,"intermediate",5.55139530396034
"1999","fagr","40536","subcanopy",0.79,296,4.000041223265,2.25604380177769,"intermediate",5.55139530396034
"1966","fagr","40493","subcanopy",0.62,294,3.82699914071608,2.0489770675031,"suppressed",5.37702968761277
"1977","fagr","40493","subcanopy",0.94,294,3.82699914071608,2.11063397522591,"suppressed",5.37702968761277
"1999","fagr","40493","subcanopy",0.73,294,3.82699914071608,2.32200701532946,"suppressed",5.37702968761277
"1966","fagr","60129","subcanopy",1.25,297,4.24153760284733,2.08135515851046,"suppressed",4.85606508052705
"1977","fagr","60129","subcanopy",1.06,297,4.24153760284733,2.20473527453409,"suppressed",4.85606508052705
"1999","fagr","60129","subcanopy",0.91,297,4.24153760284733,2.36800781397655,"suppressed",4.85606508052705
"1966","fagr","50330","subcanopy",1.54,295,4.00313867423006,2.06715058891723,"suppressed",5.6905039912992
"1977","fagr","50330","subcanopy",1.61,295,4.00313867423006,2.12347650829701,"suppressed",5.6905039912992
"1999","fagr","50330","subcanopy",0.89,295,4.00313867423006,2.34092747335206,"suppressed",5.6905039912992
"1966","fagr","132532","subcanopy",1.1,327,5.58654467748989,2.24027345726288,"intermediate",5.89369222306353
"1977","fagr","132532","subcanopy",0.59,327,5.58654467748989,2.28613421616645,"intermediate",5.89369222306353
"1999","fagr","132532","subcanopy",0.99,327,5.58654467748989,2.36892400250557,"intermediate",5.89369222306353
"1966","fagr","50301","subcanopy",1.32,297,4.12695898886889,1.75804406699752,"suppressed",5.76844791200544
"1977","fagr","50301","subcanopy",0.92,297,4.12695898886889,1.88458744298685,"suppressed",5.76844791200544
"1999","fagr","50301","subcanopy",0.47,297,4.12695898886889,2.10967859322004,"suppressed",5.76844791200544
"1999","fagr","152661","subcanopy",0.97,331,5.58672223480192,2.15546340645029,"intermediate",5.75793917711155
"1966","fagr","111171","subcanopy",0.62,302,4.79145263822885,2.10319344732545,"suppressed",5.071966206003
"1977","fagr","111171","subcanopy",1.98,302,4.79145263822885,2.13015323898761,"suppressed",5.071966206003
"1999","fagr","111171","subcanopy",1.06,302,4.79145263822885,2.19758820024045,"suppressed",5.071966206003
"1977","fagr","10743","subcanopy",1.16,287,3.93975372117176,2.0747530713476,"suppressed",4.42807810287464
"1999","fagr","10743","subcanopy",0.97,287,3.93975372117176,2.2179230977614,"suppressed",4.42807810287464
"1977","fagr","40889","subcanopy",0.81,281,0.858036164049174,2.12222686186647,"intermediate",13.3091612983547
"1999","fagr","40889","subcanopy",0.99,281,0.858036164049174,2.27833758503544,"intermediate",13.3091612983547
"1999","fagr","60295","subcanopy",1.06,298,4.2955218176326,2.07776978542877,"intermediate",5.66097411568436
"1999","fagr","30534","subcanopy",1.38,284,3.797318905451,2.12050473721078,"suppressed",6.06977411036509
"1977","fagr","50433","subcanopy",1.36,294,3.9859196566354,2.11940650257094,"suppressed",5.55996351643304
"1999","fagr","50433","subcanopy",0.91,294,3.9859196566354,2.26561841434637,"suppressed",5.55996351643304
"1966","fagr","10647","subcanopy",0.86,289,3.99520253351007,2.04107092257732,"intermediate",4.01871547363605
"1977","fagr","10647","subcanopy",0.96,289,3.99520253351007,2.10319344732545,"intermediate",4.01871547363605
"1999","fagr","10647","subcanopy",0.69,289,3.99520253351007,2.32287362102986,"intermediate",4.01871547363605
"1977","fagr","171150","subcanopy",0.91,329,5.09545093683867,2.22792764944557,"suppressed",4.68144802303391
"1999","fagr","171150","subcanopy",0.24,329,5.09545093683867,2.378123051803,"suppressed",4.68144802303391
"1999","fagr","70180","subcanopy",0.46,298,4.42970730674672,2.39990872260804,"suppressed",6.37070109504045
"1966","fagr","10730","subcanopy",0.89,289,4.11416808823721,2.11775572691296,"suppressed",4.30621934800701
"1977","fagr","10730","subcanopy",1.11,289,4.11416808823721,2.21303395870617,"suppressed",4.30621934800701
"1999","fagr","10730","subcanopy",0.51,289,4.11416808823721,2.36892400250557,"suppressed",4.30621934800701
"1966","fagr","30472","subcanopy",0.66,283,3.45482523032426,1.83110459396669,"intermediate",6.7787592408532
"1977","fagr","30472","subcanopy",1.34,283,3.45482523032426,1.93872853125923,"intermediate",6.7787592408532
"1999","fagr","30472","subcanopy",0.98,283,3.45482523032426,2.15501716443811,"intermediate",6.7787592408532
"1966","fram","161024","subcanopy",0.91,297,3.45045784499808,3.31536964413878,"intermediate",9.11388258375871
"1977","fram","161024","subcanopy",0.82,297,3.45045784499808,3.33104573885123,"intermediate",9.11388258375871
"1999","fram","161024","subcanopy",0.92,297,3.45045784499808,3.35724858386651,"intermediate",9.11388258375871
"1966","fram","172575","subcanopy",0.89,335,5.65584111910461,2.5451504653454,"intermediate",5.19110921114844
"1977","fram","172575","subcanopy",0.72,335,5.65584111910461,2.59563347171296,"intermediate",5.19110921114844
"1999","fram","172575","subcanopy",0.69,335,5.65584111910461,2.68797837939507,"intermediate",5.19110921114844
"1966","fram","192707","subcanopy",1.03,340,5.79530230439268,2.80648264438548,"intermediate",4.84558962059062
"1977","fram","192707","subcanopy",0.99,340,5.79530230439268,2.84821416217633,"intermediate",4.84558962059062
"1999","fram","192707","subcanopy",0.83,340,5.79530230439268,2.89763594022298,"intermediate",4.84558962059062
